ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,MODELO,tipo_juego,ACCESIBLE
22267,Tobogan Autoportante en Área Infantil,135,Portazgo,13,Puente De Vallecas,OPERATIVO,445069.587,4471109.264,ETRS89,40.38876917,-3.6472,SIN TIPO,Desconocido,S/N,28038,Tsa Pedro Laborde 000001,20079360,2007-08-01,F000000,AE21,Acero,Infantiles,No
22253,Tobogan Autoportante en Área Infantil,121,Orcasitas,12,Usera,OPERATIVO,439378.018,4469370.768,ETRS89,40.37271317,-3.71408899,SIN TIPO,Desconocido,S/N,28041,Cestona 000003,11080531,1998-01-01,F000000,AE21,Elefante,Infantiles,No
22250,Tobogan Autoportante en Área Infantil,123,San Fermin,12,Usera,OPERATIVO,441478.408,4468581.506,ETRS89,40.36575317,-3.689277,SIN TIPO,Desconocido,S/N,28041,Silvina 000035,20141724,2007-01-01,F000000,AE21,Tobogn,Infantiles,No
22224,Tobogan Autoportante en Área Infantil,112,Opanel,11,Carabanchel,OPERATIVO,438050.776,4471058.909,ETRS89,40.38782316,-3.72988599,SIN TIPO,Desconocido,S/N,28019,Gta Valle De Oro 000008,11070106,2003-01-01,F000000,AE21,Acero,Infantiles,No
22216,Tobogan Autoportante en Área Infantil,114,Vista Alegre,11,Carabanchel,OPERATIVO,436434.683,4470334.338,ETRS89,40.38117417,-3.74885299,SIN TIPO,Desconocido,S/N,28047,Codorniz 000004,11074912,2003-01-01,F000000,AE21,Gato,Infantiles,No
22199,Tobogan Autoportante en Área Infantil,104,Aluche,10,Latina,OPERATIVO,434857.02,4471680.459,ETRS89,40.39317871,-3.76757528,SIN TIPO,Desconocido,S/N,28024,Av  Avenida Padre Piquer 18  Ascendiente 1 104,11065612,2010-06-25,F000000,AE21,Elefante,Infantiles,No
22187,Tobogan Autoportante en Área Infantil,101,Los Carmenes,10,Latina,OPERATIVO,436874.429,4472422.907,ETRS89,40.40002234,-3.74387983,SIN TIPO,Desconocido,S/N,28047,C  Calle Concejal Fco. Jose Jimenez Martin C/ Alhambra Asc,20086518,2005-01-17,F000000,AE21,Desconocido,Infantiles,No
22185,Tobogan Autoportante en Área Infantil,101,Los Carmenes,10,Latina,OPERATIVO,437954.96,4473023.69,ETRS89,40.40551566,-3.73120626,SIN TIPO,Desconocido,S/N,28047,C  Calle Pablo Sarasate 14  Ascendiente 1 101,20085841,2007-02-13,F000000,AE21,Gusano,Infantiles,No
22181,Tobogan Autoportante en Área Infantil,101,Los Carmenes,10,Latina,OPERATIVO,436863.56,4472703.72,ETRS89,40.40255119,-3.74403575,SIN TIPO,Desconocido,S/N,28047,Calle Carlos Fuentes Alhambra 2 Ascendiente 1 101  C,31053835,2004-10-12,F000000,AE21,Desconocido,Infantiles,No
22168,Tobogan Autoportante en Área Infantil,107,Aguilas,10,Latina,OPERATIVO,434976.84,4470466.21,ETRS89,40.38224964,-3.76603963,SIN TIPO,Desconocido,S/N,28044,C  Calle Rafael Finat 17 Fuerte De Navidad  Ascendiente 1 107 ,11068909,2006-08-17,F000000,AE21,Elefante,Infantiles,No
22158,Tobogan Autoportante en Área Infantil,107,Aguilas,10,Latina,OPERATIVO,433500.62,4470285.36,ETRS89,40.38050397,-3.78341062,SIN TIPO,Desconocido,S/N,28044,C  Calle General Fanjul 142  Ascendiente 1 107,11067533,2006-01-24,F000000,AE21,Desconocido,Infantiles,No
22146,Tobogan Autoportante en Área Infantil,94,Valdezarza,9,Moncloa - Aravaca,OPERATIVO,439633.85,4479569.84,ETRS89,40.4646096,-3.71204368,SIN TIPO,Desconocido,S/N,28039,Calle San Restituto 18-20  Ascendiente 1 09,11055327,2007-09-28,F000000,AE21,1036  Elefante,Infantiles,No
22131,Tobogan Autoportante en Área Infantil,93,Ciudad Universitaria,9,Moncloa - Aravaca,OPERATIVO,439559.4,4478687.85,ETRS89,40.45665888,-3.71283779,SIN TIPO,Desconocido,S/N,28040,Calle Moguer  Ascendiente 1 093  Ciudad Un,11053476,2006-01-16,F000000,AE21,1036  Elefante,Infantiles,No
22129,Tobogan Autoportante en Área Infantil,94,Valdezarza,9,Moncloa - Aravaca,OPERATIVO,438847.279,4480229.596,ETRS89,40.4704954,-3.72138451,SIN TIPO,Desconocido,S/N,28035,Calle Valderroman 26 Post.  Ascendiente 1 0,11054291,2006-02-02,F000000,AE21,1036  Elefante,Infantiles,No
22124,Tobogan Autoportante en Área Infantil,94,Valdezarza,9,Moncloa - Aravaca,OPERATIVO,439774.2,4479181.36,ETRS89,40.46112021,-3.71035145,SIN TIPO,Desconocido,S/N,28039,Calle Sanchez Preciado 40  Ascendiente 1 09,11055477,2006-01-16,F000000,AE21,1036  Elefante,Infantiles,No
22116,Tobogan Autoportante en Área Infantil,97,Aravaca,9,Moncloa - Aravaca,OPERATIVO,433918.67,4478672.07,ETRS89,40.45608736,-3.77935746,SIN TIPO,Desconocido,S/N,28023,Calle Bola Del Mundo 38  Ascendiente 1 097,20097270,2009-03-12,F000000,AE21,0325  Jmc04,Infantiles,No
22089,Tobogan Autoportante en Área Infantil,81,El Pardo,8,Fuencarral - El Pardo,OPERATIVO,433795.298,4487115.234,ETRS89,40.53213518,-3.78169455,SIN TIPO,Desconocido,S/N,28048,Calle Almenas 60  Ascendiente 1 081  El Pa,11043317,2006-05-09,F000000,AE21,1036  Elefante,Infantiles,No
22084,Tobogan Autoportante en Área Infantil,85,La Paz,8,Fuencarral - El Pardo,OPERATIVO,440820.851,4481194.594,ETRS89,40.47933143,-3.69819509,SIN TIPO,Desconocido,S/N,28029,Calle Monforte De Lemos  Ascendiente 1 085,20095242,2007-11-04,F000000,AE21,Desconocido,Infantiles,No
22072,Tobogan Autoportante en Área Infantil,86,Valverde,8,Fuencarral - El Pardo,OPERATIVO,441494.04,4483499.38,ETRS89,40.50014152,-3.69046613,SIN TIPO,Desconocido,S/N,28034,Calle Aldonza Lorenzo  Ascendiente 1 086 ,20072344,1998-01-01,F000000,AE21,1036  Elefante,Infantiles,No
22061,Tobogan Autoportante en Área Infantil,76,Vallehermoso,7,Chamberi,OPERATIVO,440215.227,4476717.34,ETRS89,40.43895514,-3.70491802,SIN TIPO,Desconocido,S/N,28015,C  Calle Cea Bermudez  Ascendiente 1 076  Val,31031276,2007-02-26,F000000,AE21,Jmc04,Infantiles,No
22052,Tobogan Autoportante en Área Infantil,65,Valdeacederas,6,Tetuan,OPERATIVO,439705.201,4479924.692,ETRS89,40.46781142,-3.71123585,SIN TIPO,Desconocido,S/N,28039,Pq  Parque Agustin Rodriguez Sahagun  Ascendien,31050938,2007-08-22,F000000,AE21,Desconocido,Infantiles,No
22020,Multijuego en Área Infantil,52,Prosperidad,5,Chamartin,OPERATIVO,443650.984,4477378.962,ETRS89,40.44515528,-3.6644686,SIN TIPO,Desconocido,S/N,28002,Jardines Luis De Trelles  Ascendiente 1 0,11022857,1998-01-01,F000000,AE21,Desconocido,Infantiles,No
21992,Tobogan Autoportante en Área Infantil,44,Guindalera,4,Salamanca,OPERATIVO,443638.89,4476679.37,ETRS89,40.43885218,-3.66454914,SIN TIPO,Desconocido,S/N,28028,Calle Bolonia 5  Ascendiente 1 044  Guinda,11017976,2004-09-13,F000000,AE21,0349  Jmc46,Infantiles,No
21971,Tobogan Autoportante en Área Infantil,33,Estrella,3,Retiro,OPERATIVO,443333.97,4473359.62,ETRS89,40.4089254,-3.66784835,SIN TIPO,Desconocido,S/N,28007,Plaza Virgen De La Estrella  Ascendiente 1,11011865,2006-08-03,F000000,AE21,Desconocido,Infantiles,No
21965,Tobogan Autoportante en Área Infantil,22,Acacias,2,Arganzuela,OPERATIVO,439804.01,4472868.76,ETRS89,40.40425572,-3.709402,SIN TIPO,Desconocido,S/N,28005,C  Calle Concejal Benito Martin Lozano 10 Area 2 Asce,11008331,2006-05-23,F000000,AE21,Desconocido,Infantiles,No
21960,Tobogan Autoportante en Área Infantil,24,Legazpi,2,Arganzuela,OPERATIVO,441663.51,4471298.19,ETRS89,40.39023956,-3.68734565,SIN TIPO,Desconocido,S/N,28045,Parque Bronce 22  Ascendiente 1 024  Lega,31007293,2007-04-25,F000000,AE21,Desconocido,Infantiles,No
21955,Tobogan Autoportante en Área Infantil,22,Acacias,2,Arganzuela,OPERATIVO,440169.755,4472476.937,ETRS89,40.40075235,-3.70505522,SIN TIPO,Desconocido,S/N,28005,Pq  Parque Peuelas Frente Paseo Esperanza 21 Zona I Ascendiente 1 022  Acaci,11008625,2006-12-26,F000000,AE21,Desconocido,Infantiles,No
21935,Columpio en Área Infantil,214,Timon,21,Barajas,OPERATIVO,450212.705,4480652.976,ETRS89,40.47506843,-3.5873536,SIN TIPO,Desconocido,S/N,28042,C  Calle Playa De Bolbueno  Ascendiente 1 214,31052902,2009-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21910,Columpio en Área Infantil,213,Casco Historico De Barajas,21,Barajas,OPERATIVO,450981.692,4480297.294,ETRS89,40.47190998,-3.57825462,SIN TIPO,Desconocido,S/N,28042,C  Calle Ntra. Sra De Araceli  Ascendiente 1 2,11140487,2004-01-01,F000000,AE21,0815  Dos Asientos Cuna,Infantiles,No
21899,Columpio en Área Infantil,202,Hellin,20,San Blas - Canillejas,OPERATIVO,447666.68,4475669.03,ETRS89,40.43001367,-3.61697732,SIN TIPO,Desconocido,S/N,28037,C  Calle Redes 6  Ascendiente 1 206  Rejas ,11134917,2003-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21898,Columpio en Área Infantil,205,Rosas,20,San Blas - Canillejas,OPERATIVO,448853.47,4474937.05,ETRS89,40.42349334,-3.60292766,SIN TIPO,Desconocido,S/N,28022,P  Paseo Ginebra  Ascendiente 1 205  Las Ros,31049541,2011-01-01,F000000,AE21,0815  Dos Asientos Cuna,Infantiles,No
21894,Columpio en Área Infantil,207,Canillejas,20,San Blas - Canillejas,OPERATIVO,448260.56,4476668.74,ETRS89,40.43905682,-3.61005761,SIN TIPO,Desconocido,S/N,28022,C  Calle Lucano 29  Ascendiente 1 207  Canill,11137655,2006-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21887,Columpio en Área Infantil,206,Rejas,20,San Blas - Canillejas,OPERATIVO,449415.85,4477247.37,ETRS89,40.44434056,-3.59648241,SIN TIPO,Desconocido,S/N,28022,C  Calle Once  Ascendiente 1 206  Rejas  Asc,11137125,2008-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21871,Columpio en Área Infantil,204,Arcos,20,San Blas - Canillejas,OPERATIVO,447021.24,4474610.85,ETRS89,40.42044008,-3.62449805,SIN TIPO,Desconocido,S/N,28037,C  Calle Hermanos Garcia Noblejas 125  Ascendie,20151815,1998-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21865,Columpio en Área Infantil,203,Amposta,20,San Blas - Canillejas,OPERATIVO,447207.1,4475125.62,ETRS89,40.42508926,-3.62235005,SIN TIPO,Desconocido,S/N,28037,C  Calle Resineria  Ascendiente 1 203  Ampost,11135378,2004-01-01,F000000,AE21,Desconocido,Infantiles,No
21862,Columpio en Área Infantil,207,Canillejas,20,San Blas - Canillejas,OPERATIVO,448564.13,4477424.26,ETRS89,40.44588183,-3.60653959,SIN TIPO,Desconocido,S/N,28022,C  Calle Gonzalo Torrente Ballester  Ascendient,31016093,2017-02-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21855,Columpio en Área Infantil,208,El Salvador,20,San Blas - Canillejas,OPERATIVO,445925.5,4477494.32,ETRS89,40.44634553,-3.6376589,SIN TIPO,Desconocido,S/N,28027,C  Calle Belice Frente N 26  Ascendiente 1 20,20118068,2006-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21851,Columpio en Área Infantil,205,Rosas,20,San Blas - Canillejas,OPERATIVO,448424.74,4475960.26,ETRS89,40.43268459,-3.60806437,SIN TIPO,Desconocido,S/N,28022,Trv  Travesia Ronda  Ascendiente 1 205  Las R,20096829,2009-01-01,F000000,AE21,0815  Dos Asientos Cuna,Infantiles,No
21830,Columpio en Área Infantil,207,Canillejas,20,San Blas - Canillejas,OPERATIVO,447673.95,4477718.36,ETRS89,40.4484757,-3.61706039,SIN TIPO,Desconocido,S/N,28022,C  Calle Esparta  Ascendiente 1 207  Canillej,20173301,2007-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21825,Columpio en Área Infantil,205,Rosas,20,San Blas - Canillejas,OPERATIVO,448252.87,4475735.42,ETRS89,40.43064842,-3.61007228,SIN TIPO,Desconocido,S/N,28022,C  Calle Ainsa 7  Ascendiente 1 205  Las Rosa,20113281,2007-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21819,Columpio en Área Infantil,203,Amposta,20,San Blas - Canillejas,OPERATIVO,446923.68,4475168.15,ETRS89,40.42545436,-3.62569451,SIN TIPO,Desconocido,S/N,28037,Pq  Parque Ajofrn  Ascendiente 1 203  Ampost,11135490,2004-01-01,F000000,AE21,0815  Dos Asientos Cuna,Infantiles,No
21816,Columpio en Área Infantil,204,Arcos,20,San Blas - Canillejas,OPERATIVO,446910.19,4474790.75,ETRS89,40.42205366,-3.62582202,SIN TIPO,Desconocido,S/N,28037,C  Calle Pobladura Del Valle  Ascendiente 1 20,31028079,2006-01-01,F000000,AE21,0815  Dos Asientos Cuna,Infantiles,No
21807,Columpio en Área Infantil,204,Arcos,20,San Blas - Canillejas,OPERATIVO,448121.5,4475400.68,ETRS89,40.42762469,-3.61159366,SIN TIPO,Desconocido,S/N,28022,Av  Avenida Ajalvir A Vicalvaro  Ascendiente 1,20099725,2006-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21789,Columpio en Área Infantil,207,Canillejas,20,San Blas - Canillejas,OPERATIVO,448290.91,4477152.93,ETRS89,40.44342058,-3.60973918,SIN TIPO,Desconocido,S/N,28022,C  Calle Esfinge  Ascendiente 1 207  Canillej,31016904,2006-01-01,F000000,AE21,0815  Dos Asientos Cuna,Infantiles,No
21788,Columpio en Área Infantil,207,Canillejas,20,San Blas - Canillejas,OPERATIVO,447758.19,4477273.12,ETRS89,40.44447002,-3.61603041,SIN TIPO,Desconocido,S/N,28022,Pq  Parque Torre Arias  Ascendiente 1 207  Ca,20052928,1998-01-01,F000000,AE21,0815  Dos Asientos Cuna,Infantiles,No
21777,Columpio en Área Infantil,203,Amposta,20,San Blas - Canillejas,OPERATIVO,447310.98,4475508.75,ETRS89,40.42854731,-3.62115728,SIN TIPO,Desconocido,S/N,28037,C  Calle Alberique  Ascendiente 1 203  Ampost,31046940,1998-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21767,Columpio en Área Infantil,208,El Salvador,20,San Blas - Canillejas,OPERATIVO,446489.41,4477234.45,ETRS89,40.44404097,-3.63098763,SIN TIPO,Desconocido,S/N,28027,C  Calle Miami  Ascendiente 1 208  Salvador ,20128159,2009-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21758,Columpio en Área Infantil,193,Valderrivas,19,Vicalvaro,OPERATIVO,448573.954,4471676.749,ETRS89,40.39410517,-3.605959,SIN TIPO,Desconocido,S/N,28032,Minerva 000155,20180439,2011-06-02,F000000,AE21,Dos Asientos Cuna,Infantiles,No
21736,Columpio en Área Infantil,192,Valdebernardo,19,Vicalvaro,OPERATIVO,447573.082,4472493.452,ETRS89,40.40140017,-3.617819,SIN TIPO,Desconocido,S/N,28032,Cordel De Pavones 000012  B,20124179,2011-06-02,F000000,AE21,Dos Asientos Cuna,Infantiles,No
21723,Columpio en Área Infantil,191,Casco Historico De Vicalvaro,19,Vicalvaro,OPERATIVO,448162.417,4473482.623,ETRS89,40.41034817,-3.61095499,SIN TIPO,Desconocido,S/N,28032,Lardero 000002,31039985,2011-06-02,F000000,AE21,Dos Asientos Cuna,Infantiles,No
21712,Columpio en Área Infantil,182,Santa Eugenia,18,Villa De Vallecas,OPERATIVO,447848.303,4470211.398,ETRS89,40.38085917,-3.614389,SIN TIPO,Desconocido,S/N,28031,Monte De Montjuich 000019,31047216,1998-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21710,Columpio en Área Infantil,183,Ensanche De Vallecas,18,Villa De Vallecas,OPERATIVO,449433.085,4468509.973,ETRS89,40.36562917,-3.595585,SIN TIPO,Desconocido,S/N,28051,Caada Del Santsimo 000027,31040165,2007-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21693,Columpio en Área Infantil,183,Ensanche De Vallecas,18,Villa De Vallecas,OPERATIVO,448352.836,4469452.196,ETRS89,40.37405117,-3.60838399,SIN TIPO,Desconocido,S/N,28051,La Pueblanueva 000007,31054105,2007-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21690,Columpio en Área Infantil,183,Ensanche De Vallecas,18,Villa De Vallecas,OPERATIVO,447922.392,4468947.993,ETRS89,40.36948217,-3.613413,SIN TIPO,Desconocido,S/N,28051,Avda Ensanche De Vallecas 000014  G,31024845,2006-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21682,Columpio en Área Infantil,182,Santa Eugenia,18,Villa De Vallecas,OPERATIVO,448244.342,4470696.519,ETRS89,40.38525417,-3.609763,SIN TIPO,Desconocido,S/N,28031,Avda Santa Eugenia 000013,11131790,2001-01-01,F000000,AE21,Jmc904,Infantiles,No
21678,Columpio en Área Infantil,182,Santa Eugenia,18,Villa De Vallecas,OPERATIVO,448640.793,4470021.112,ETRS89,40.37919416,-3.60503799,SIN TIPO,Desconocido,S/N,28031,Fuentespina 000013  B,11131664,2006-01-01,F000000,AE21,0815  Dos Asientos Cuna,Infantiles,No
21675,Columpio en Área Infantil,182,Santa Eugenia,18,Villa De Vallecas,OPERATIVO,448266.948,4470466.363,ETRS89,40.38318217,-3.60947799,SIN TIPO,Desconocido,S/N,28031,Puentelarra 000012,11131606,1998-01-01,F000000,AE21,Dos Asientos Cuna,Infantiles,No
21669,Columpio en Área Infantil,182,Santa Eugenia,18,Villa De Vallecas,OPERATIVO,447789.011,4470303.277,ETRS89,40.38168317,-3.615095,SIN TIPO,Desconocido,S/N,28031,Enrique Garca Lvarez 000011  B,20142418,2009-11-13,F000000,AE21,Nido De Pajaros,Infantiles,Si
21664,Columpio en Área Infantil,182,Santa Eugenia,18,Villa De Vallecas,OPERATIVO,447602.705,4470464.532,ETRS89,40.38312417,-3.617303,SIN TIPO,Desconocido,S/N,28031,Agustn Garca Malla 000012,31047257,1998-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21663,Columpio en Área Infantil,181,Casco Historico De Vallecas,18,Villa De Vallecas,OPERATIVO,447584.879,4469576.958,ETRS89,40.37512717,-3.61744,SIN TIPO,Desconocido,S/N,28031,Cmno Suerte 000038,20079554,2005-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21660,Columpio en Área Infantil,181,Casco Historico De Vallecas,18,Villa De Vallecas,OPERATIVO,447329.162,4469018.622,ETRS89,40.37008117,-3.620406,SIN TIPO,Desconocido,S/N,28031,Pea Nueva 000076,20041966,2008-07-31,F000000,AE21,Dos Asientos Planos,Infantiles,No
21657,Columpio en Área Infantil,181,Casco Historico De Vallecas,18,Villa De Vallecas,OPERATIVO,447557.608,4469027.124,ETRS89,40.37017217,-3.617716,SIN TIPO,Desconocido,S/N,28031,Congosto 000076,31006943,2004-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21652,Columpio en Área Infantil,181,Casco Historico De Vallecas,18,Villa De Vallecas,OPERATIVO,446678.575,4469869.952,ETRS89,40.37770917,-3.62813999,SIN TIPO,Desconocido,S/N,28031,Sierra Vieja 000015,11130847,2003-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21648,Columpio en Área Infantil,175,Angeles,17,Villaverde,OPERATIVO,440554.002,4468108.889,ETRS89,40.36143017,-3.70011999,SIN TIPO,Desconocido,S/N,28041,La Cancin Del Olvido 000020,11129051,2009-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21632,Columpio en Área Infantil,175,Angeles,17,Villaverde,OPERATIVO,441060.628,4467506.356,ETRS89,40.35603816,-3.69409799,SIN TIPO,Desconocido,S/N,28041,Paseo Gigantes Y Cabezudos 000042,31009849,1998-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21627,Columpio en Área Infantil,173,Butarque,17,Villaverde,OPERATIVO,442676.701,4466464.062,ETRS89,40.34676117,-3.674974,SIN TIPO,Desconocido,S/N,28021,Estefanita 000012,31046400,2009-09-23,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21617,Columpio en Área Infantil,174,Los Rosales,17,Villaverde,OPERATIVO,441845.49,4468068.808,ETRS89,40.36116017,-3.68490699,SIN TIPO,Desconocido,S/N,28041,Unanimidad 000023,20062129,2003-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21609,Columpio en Área Infantil,171,Villaverde Alto - Casco Historico De Villaverde,17,Villaverde,OPERATIVO,439176.927,4466617.229,ETRS89,40.34789317,-3.71619499,SIN TIPO,Desconocido,S/N,28021,Paseo Ferroviarios 000002,31054963,2003-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21593,Columpio en Área Infantil,172,San Cristobal,17,Villaverde,OPERATIVO,441213.507,4465771.815,ETRS89,40.34042317,-3.69213799,SIN TIPO,Desconocido,S/N,28021,Moncada 000104,11126214,2008-02-12,F000000,AE21,Dos Asientos Planos,Infantiles,No
21585,Columpio en Área Infantil,175,Angeles,17,Villaverde,OPERATIVO,440687.437,4467715.43,ETRS89,40.35789517,-3.698512,SIN TIPO,Desconocido,S/N,28041,La Del Soto Del Parral 000061,11128745,2000-01-01,F000000,AE21,Dos Asientos Planos,Infantiles,No
21573,Columpio en Área Infantil,165,Apostol Santiago,16,Hortaleza,OPERATIVO,443699.828,4480991.74,ETRS89,40.47770421,-3.66421315,SIN TIPO,Desconocido,S/N,28033,C  Calle Bacares 76  Ascendiente 1 165  Apst,20060223,2006-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21570,Columpio en Área Infantil,164,Pinar Del Rey,16,Hortaleza,OPERATIVO,444803.784,4480489.985,ETRS89,40.47325827,-3.65114614,SIN TIPO,Desconocido,S/N,28033,C  Calle Luis Buitrago 2  Ascendiente 1 164 ,31041843,2004-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21566,Columpio en Área Infantil,164,Pinar Del Rey,16,Hortaleza,OPERATIVO,445270.903,4481112.719,ETRS89,40.47889907,-3.64568964,SIN TIPO,Desconocido,S/N,28033,C  Calle Santa Susana 30  Ascendiente 1 164 ,11119443,2005-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21564,Columpio en Área Infantil,166,Valdefuentes,16,Hortaleza,OPERATIVO,444152.183,4482221.92,ETRS89,40.48881677,-3.65898511,SIN TIPO,Desconocido,S/N,28050,C  Calle Vicente Blasco Ibaez  Ascendiente 1,31034510,2003-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21556,Columpio en Área Infantil,166,Valdefuentes,16,Hortaleza,OPERATIVO,443817.555,4482759.292,ETRS89,40.49363507,-3.66298099,SIN TIPO,Desconocido,S/N,28050,C  Calle Francisco Pi Y Margall  Ascendiente 1,31028825,2003-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21527,Columpio en Área Infantil,164,Pinar Del Rey,16,Hortaleza,OPERATIVO,444713.736,4480686.668,ETRS89,40.4750241,-3.65222551,SIN TIPO,Desconocido,S/N,28033,C  Calle Capitan Cortes 3  Ascendiente 1 164 ,11119835,2006-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21514,Columpio en Área Infantil,163,Canillas,16,Hortaleza,OPERATIVO,445958.815,4479858.174,ETRS89,40.46764255,-3.6374673,SIN TIPO,Desconocido,S/N,28043,C  Calle Emigrantes 7  Ascendiente 1 163  Can,20156291,2004-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21486,Columpio en Área Infantil,164,Pinar Del Rey,16,Hortaleza,OPERATIVO,445738.811,4480604.611,ETRS89,40.47435249,-3.64012615,SIN TIPO,Desconocido,S/N,28033,C  Calle Yarumal 6  Ascendiente 1 164  Pinar,11119244,2005-01-01,F000000,AE21,0815  Dos Asientos Cuna,Infantiles,No
21475,Columpio en Área Infantil,166,Valdefuentes,16,Hortaleza,OPERATIVO,443621.231,4482235.524,ETRS89,40.48890343,-3.66525097,SIN TIPO,Desconocido,S/N,28050,C  Calle Oa 47  Ascendiente 1 166  Valdefuen,11122392,2004-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21472,Columpio en Área Infantil,166,Valdefuentes,16,Hortaleza,OPERATIVO,443650.279,4482138.271,ETRS89,40.48802931,-3.66489959,SIN TIPO,Desconocido,S/N,28050,Av  Avenida Manoteras  Ascendiente 1 166  Val,11122399,1998-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21470,Columpio en Área Infantil,159,Costillares,15,Ciudad Lineal,OPERATIVO,442926.35,4481316.556,ETRS89,40.48057749,-3.67336706,SIN TIPO,Desconocido,S/N,28033,Av  Avenida San Luis  Ascendiente 1 159  Cost,11112736,2004-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21462,Columpio en Área Infantil,151,Ventas,15,Ciudad Lineal,OPERATIVO,444155.69,4474892.755,ETRS89,40.42279226,-3.65829901,SIN TIPO,Desconocido,S/N,28017,C  Calle Ricardo Ortiz 104 Post.  Ascendiente 1,11103474,2022-04-22,F000000,AE21,Desconocido,Infantiles,No
21460,Columpio en Área Infantil,159,Costillares,15,Ciudad Lineal,OPERATIVO,443481.261,4481418.688,ETRS89,40.4815355,-3.66682963,SIN TIPO,Desconocido,S/N,28033,C  Calle Arturo Soria 335  Ascendiente 1 159 ,20132717,2004-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21448,Columpio en Área Infantil,156,San Juan Bautista,15,Ciudad Lineal,OPERATIVO,444927.245,4477985.427,ETRS89,40.45070415,-3.64947243,SIN TIPO,Desconocido,S/N,28043,C  Calle Gregorio Benitez  Ascendiente 1 156 ,20181298,2004-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21444,Columpio en Área Infantil,159,Costillares,15,Ciudad Lineal,OPERATIVO,443288.816,4481407.495,ETRS89,40.48142155,-3.66909903,SIN TIPO,Desconocido,S/N,28033,C  Calle Caleruega  Ascendiente 1 159  Costil,20133405,2001-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21441,Columpio en Área Infantil,159,Costillares,15,Ciudad Lineal,OPERATIVO,443082.159,4481357.939,ETRS89,40.48096098,-3.67153263,SIN TIPO,Desconocido,S/N,28033,C  Calle Caleruega 50  Ascendiente 1 159  Cos,20133327,2007-01-01,F000000,AE21,0816  Dos Asientos Planos,Infantiles,No
21436,Columpio en Área Infantil,152,Pueblo Nuevo,15,Ciudad Lineal,OPERATIVO,445995.269,4476211.712,ETRS89,40.43479562,-3.63672719,SIN TIPO,Desconocido,S/N,28017,C  Calle Virgen De La Vega 9-11  Ascendiente 1,20079715,2006-01-01,F000000,AE21,0682  Sarba,Infantiles,No
21434,Columpio en Área Infantil,152,Pueblo Nuevo,15,Ciudad Lineal,OPERATIVO,445935.938,4476312.749,ETRS89,40.43570196,-3.63743527,SIN TIPO,Desconocido,S/N,28017,C  Calle Doctor Cirajas 03  Ascendiente 1 152,11108020,2006-01-01,F000000,AE21,1129  Plano,Infantiles,No
