ID,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AreaRecreativaID
1226,16/02/2021,Accidente,Alta,9046339
1227,16/10/2020,Robo,Media,18200
1228,30/05/2023,Caída,Alta,5241169
1229,01/10/2024,Daño estructural,Media,52125
1230,04/07/2022,Accidente,Baja,18144
1231,26/03/2023,Vandalismo,Baja,17489
1232,24/12/2019,Daño estructural,Alta,16724
1233,15/07/2024,Robo,Crítica,7248199
1234,09/04/2023,Accidente,Crítica,9237483
1235,16/11/2022,Robo,Alta,18450
1236,13/10/2020,Daño estructural,Crítica,18252
1237,22/06/2020,Caída,Alta,17359
1238,13/02/2021,Accidente,Crítica,18409
1239,26/03/2023,Robo,Baja,52153
1240,16/02/2023,Caída,Media,18555
1241,30/05/2020,Vandalismo,Alta,52224
1242,01/09/2021,Caída,Crítica,17615
1243,09/09/2021,Robo,Crítica,18233
1244,01/02/2022,Caída,Media,17853
1245,19/10/2020,Daño estructural,Crítica,16835
1246,25/10/2023,Robo,Crítica,17091
1247,10/06/2022,Accidente,Baja,17874
1248,14/06/2024,Accidente,Alta,16853
1249,22/08/2021,Robo,Alta,18221
1250,07/12/2022,Robo,Alta,18554
1251,08/06/2023,Vandalismo,Crítica,16922
1252,07/06/2022,Caída,Alta,18371
1253,29/10/2021,Vandalismo,Baja,3962084
1254,14/04/2023,Robo,Crítica,8909085
1255,24/01/2023,Daño estructural,Crítica,16983
1256,30/01/2020,Daño estructural,Alta,4985928
1257,10/09/2020,Daño estructural,Alta,18598
1258,20/05/2024,Caída,Alta,17140
1259,19/06/2022,Daño estructural,Alta,17377
1260,28/09/2023,Caída,Baja,17372
1261,06/10/2022,Daño estructural,Media,451351
1262,23/03/2020,Caída,Crítica,18614
1263,18/12/2020,Daño estructural,Crítica,18273
1264,19/08/2021,Vandalismo,Alta,3960567
1265,01/12/2020,Robo,Baja,17388
1266,24/02/2021,Accidente,Crítica,18273
1267,28/11/2023,Robo,Crítica,18188
1268,17/01/2023,Vandalismo,Media,17915
1269,20/04/2020,Vandalismo,Alta,9187084
1270,21/06/2020,Daño estructural,Crítica,16874
1271,13/12/2022,Daño estructural,Baja,8799543
1272,02/10/2022,Daño estructural,Media,5240297
1273,02/05/2021,Accidente,Baja,17472
1274,15/11/2022,Accidente,Baja,17330
1275,12/02/2023,Caída,Media,5174766
1276,01/01/2023,Vandalismo,Crítica,18113
1277,30/12/2022,Accidente,Alta,16723
1278,02/02/2021,Caída,Crítica,18282
1279,14/11/2021,Accidente,Alta,18609
1280,15/04/2023,Vandalismo,Crítica,5653903
1281,06/10/2020,Vandalismo,Crítica,17653
1282,05/01/2022,Daño estructural,Media,16751
1283,08/02/2021,Caída,Alta,5237122
1284,05/09/2020,Accidente,Media,17379
1285,01/04/2024,Daño estructural,Baja,18336
1286,21/04/2022,Daño estructural,Media,17732
1287,12/02/2022,Robo,Baja,18044
1288,07/01/2021,Accidente,Baja,18615
1289,28/11/2019,Accidente,Crítica,16747
1290,06/10/2023,Accidente,Baja,17355
1291,07/12/2019,Robo,Alta,17438
1292,25/05/2024,Daño estructural,Baja,18214
1293,05/04/2022,Robo,Alta,17254
1294,10/01/2022,Daño estructural,Alta,52231
1295,29/07/2024,Daño estructural,Media,5653924
1296,05/03/2021,Vandalismo,Media,17074
1297,03/03/2020,Caída,Media,17402
1298,24/01/2020,Daño estructural,Baja,17370
1299,19/09/2023,Robo,Crítica,18319
1300,19/04/2021,Daño estructural,Alta,8799942
1301,22/06/2020,Accidente,Media,16987
1302,16/07/2021,Daño estructural,Crítica,3961443
1303,30/09/2021,Accidente,Media,9391954
1304,09/04/2023,Robo,Alta,17275
1305,29/07/2024,Accidente,Crítica,5241178
1306,30/09/2024,Vandalismo,Alta,52135
1307,30/08/2020,Vandalismo,Media,7024214
1308,27/06/2023,Caída,Baja,3573208
1309,25/03/2020,Robo,Crítica,18117
1310,06/04/2021,Daño estructural,Crítica,17405
1311,20/05/2022,Caída,Crítica,18187
1312,26/11/2022,Robo,Media,17459
1313,18/05/2023,Accidente,Alta,17158
1314,06/12/2020,Daño estructural,Media,17459
1315,21/12/2020,Caída,Baja,18197
1316,28/04/2022,Accidente,Baja,16677
1317,26/05/2020,Accidente,Media,17746
1318,31/01/2023,Vandalismo,Baja,18398
1319,28/12/2019,Caída,Crítica,18629
1320,07/09/2022,Daño estructural,Crítica,7903107
1321,31/12/2023,Accidente,Baja,17931
1322,10/04/2024,Accidente,Media,18598
1323,12/07/2022,Robo,Alta,17921
1324,27/10/2020,Vandalismo,Crítica,17263
1325,16/05/2022,Accidente,Alta,3573058
1326,04/06/2021,Vandalismo,Crítica,17718
1327,22/08/2021,Caída,Crítica,16867
1328,05/06/2020,Robo,Baja,16702
1329,26/01/2022,Accidente,Crítica,16737
1330,31/12/2021,Accidente,Baja,17402
1331,09/02/2024,Daño estructural,Baja,17980
1332,22/12/2023,Vandalismo,Baja,7126494
1333,28/02/2021,Daño estructural,Alta,17551
1334,18/10/2023,Robo,Crítica,5241167
1335,15/10/2022,Daño estructural,Alta,7764194
1336,06/06/2021,Accidente,Media,18119
1337,29/12/2020,Caída,Media,17945
1338,10/03/2020,Daño estructural,Media,3566376
1339,11/09/2020,Accidente,Media,52210
1340,19/02/2021,Vandalismo,Baja,18397
1341,01/12/2019,Caída,Media,18036
1342,27/02/2020,Accidente,Media,5237124
1343,04/05/2020,Vandalismo,Baja,16859
1344,22/10/2019,Accidente,Alta,17400
1345,04/11/2024,Robo,Baja,17284
1346,24/03/2023,Vandalismo,Alta,18418
1347,27/04/2021,Robo,Alta,17834
1348,10/02/2022,Robo,Crítica,18368
1349,30/05/2021,Vandalismo,Media,17993
1350,05/05/2024,Caída,Media,16731
1351,06/01/2024,Daño estructural,Media,3991132
1352,16/12/2019,Robo,Media,17910
1353,13/06/2024,Vandalismo,Crítica,52198
1354,27/05/2020,Accidente,Media,16822
1355,29/08/2024,Accidente,Crítica,17719
1356,08/08/2023,Daño estructural,Crítica,17550
1357,11/01/2024,Caída,Baja,18135
1358,30/03/2024,Caída,Crítica,17066
1359,08/12/2024,Daño estructural,Alta,5025103
1360,04/11/2021,Daño estructural,Baja,9396658
1361,30/06/2021,Accidente,Crítica,18163
1362,26/11/2023,Caída,Baja,18204
1363,05/09/2023,Accidente,Baja,17669
1364,07/08/2024,Daño estructural,Baja,17772
1365,13/08/2021,Accidente,Media,18349
1366,15/03/2020,Accidente,Alta,5653905
1367,01/01/2023,Vandalismo,Alta,18570
1368,13/02/2024,Caída,Media,17881
1369,30/10/2023,Robo,Baja,18377
1370,20/08/2024,Vandalismo,Crítica,16970
1371,19/01/2024,Daño estructural,Crítica,18029
1372,28/12/2019,Robo,Crítica,18338
1373,17/07/2023,Caída,Alta,17517
1374,03/03/2024,Daño estructural,Alta,17727
1375,28/01/2022,Robo,Baja,5654025
1376,31/03/2021,Vandalismo,Crítica,7838758
1377,31/01/2020,Caída,Media,17879
1378,23/06/2021,Daño estructural,Crítica,3962084
1379,03/08/2022,Vandalismo,Alta,17594
1380,12/12/2021,Accidente,Alta,18106
1381,30/07/2023,Daño estructural,Media,16714
1382,05/01/2024,Vandalismo,Media,18063
1383,29/08/2022,Robo,Crítica,18225
1384,12/03/2020,Caída,Baja,3991326
1385,13/02/2020,Accidente,Media,17941
1386,27/11/2023,Accidente,Crítica,17242
1387,15/03/2024,Daño estructural,Media,18498
1388,31/10/2023,Daño estructural,Crítica,7182696
1389,30/04/2024,Caída,Crítica,16751
1390,19/06/2021,Accidente,Crítica,3991299
1391,12/05/2022,Accidente,Media,8799543
1392,07/02/2020,Daño estructural,Baja,16816
1393,10/05/2021,Robo,Media,17561
1394,26/05/2023,Robo,Crítica,18238
1395,16/10/2020,Vandalismo,Alta,5237121
1396,06/06/2021,Caída,Crítica,52086
1397,29/09/2020,Daño estructural,Alta,16677
1398,14/07/2020,Vandalismo,Media,17353
1399,22/12/2020,Vandalismo,Alta,52056
1400,23/12/2023,Robo,Baja,18561
1401,27/08/2021,Vandalismo,Alta,3573049
1402,04/09/2020,Robo,Media,52210
1403,27/06/2020,Daño estructural,Media,7074605
1404,24/04/2023,Accidente,Crítica,17870
1405,23/09/2023,Caída,Media,18232
1406,10/11/2021,Caída,Crítica,7144369
1407,27/01/2023,Daño estructural,Media,6819623
1408,28/09/2020,Robo,Media,18477
1409,02/02/2024,Robo,Alta,18304
1410,08/02/2021,Accidente,Crítica,4731656
1411,01/08/2024,Daño estructural,Alta,18457
1412,26/07/2021,Caída,Alta,16885
1413,28/12/2023,Robo,Crítica,17528
1414,22/12/2023,Robo,Crítica,52218
1415,02/12/2020,Daño estructural,Alta,17758
1416,19/01/2024,Caída,Media,17518
1417,14/05/2022,Caída,Alta,17624
1418,07/12/2023,Robo,Media,9049643
1419,30/06/2023,Robo,Crítica,16937
1420,04/01/2020,Robo,Alta,17369
1421,03/11/2022,Vandalismo,Media,52056
1422,10/12/2019,Robo,Media,5071645
1423,29/10/2020,Accidente,Crítica,17037
1424,13/08/2022,Vandalismo,Crítica,18046
1425,02/07/2022,Robo,Baja,16904
1426,01/02/2021,Vandalismo,Media,5246189
1427,30/06/2023,Daño estructural,Baja,18220
1428,14/08/2022,Daño estructural,Baja,5218564
1429,20/08/2021,Daño estructural,Alta,16708
1430,13/11/2022,Caída,Baja,17474
1431,09/11/2020,Daño estructural,Media,17356
1432,07/10/2022,Caída,Crítica,5246186
1433,16/01/2022,Caída,Alta,17948
1434,14/06/2023,Daño estructural,Baja,7129053
1435,25/11/2022,Robo,Baja,16959
1436,06/09/2022,Daño estructural,Media,16699
1437,22/06/2020,Daño estructural,Media,17203
1438,11/03/2024,Caída,Crítica,18540
1439,18/01/2020,Vandalismo,Alta,18099
1440,27/12/2022,Vandalismo,Media,18117
1441,13/03/2023,Robo,Media,18216
1442,30/06/2022,Accidente,Baja,3573056
1443,12/06/2020,Caída,Baja,18362
1444,31/10/2019,Vandalismo,Media,3568168
1445,20/08/2022,Robo,Baja,18366
1446,27/07/2021,Caída,Alta,18168
1447,27/01/2024,Daño estructural,Alta,3960567
1448,22/05/2020,Caída,Alta,18425
1449,11/06/2020,Daño estructural,Media,18067
1450,03/03/2021,Daño estructural,Media,17684
1451,25/04/2020,Vandalismo,Crítica,18086
1452,23/01/2022,Robo,Baja,17174
1453,10/12/2021,Accidente,Alta,17484
1454,20/04/2021,Daño estructural,Crítica,7126590
1455,26/09/2020,Daño estructural,Alta,17160
1456,15/10/2020,Accidente,Crítica,16740
1457,23/05/2020,Daño estructural,Media,17992
1458,03/08/2020,Vandalismo,Alta,17279
1459,05/08/2023,Robo,Crítica,8799552
1460,26/09/2022,Daño estructural,Baja,17491
1461,29/08/2023,Vandalismo,Crítica,5241183
1462,31/08/2024,Caída,Alta,18163
1463,12/08/2022,Daño estructural,Alta,18190
1464,17/11/2020,Vandalismo,Alta,17245
1465,29/11/2022,Daño estructural,Baja,18182
1466,22/11/2019,Vandalismo,Alta,18148
1467,02/03/2023,Daño estructural,Baja,17265
1468,21/08/2023,Caída,Baja,18115
1469,12/01/2021,Vandalismo,Crítica,18117
1470,23/08/2024,Vandalismo,Media,17180
1471,25/10/2021,Daño estructural,Baja,18609
1472,12/07/2023,Vandalismo,Baja,18045
1473,16/03/2024,Vandalismo,Baja,17374
1474,18/10/2021,Daño estructural,Baja,52209
1475,18/08/2023,Caída,Media,18098
1476,09/09/2021,Daño estructural,Alta,17827
1477,12/01/2020,Robo,Alta,17869
1478,29/10/2019,Vandalismo,Crítica,18225
1479,25/10/2020,Accidente,Crítica,18398
1480,12/09/2022,Accidente,Alta,18498
1481,01/07/2023,Daño estructural,Crítica,52127
1482,02/11/2022,Vandalismo,Media,17771
1483,22/04/2021,Accidente,Crítica,16881
1484,24/05/2021,Robo,Crítica,5241173
1485,23/05/2022,Accidente,Alta,3568711
1486,13/05/2024,Vandalismo,Baja,17214
1487,09/09/2022,Accidente,Baja,17665
1488,21/06/2020,Accidente,Crítica,17526
1489,22/12/2021,Caída,Media,17094
1490,19/01/2022,Daño estructural,Alta,17760
1491,11/10/2024,Vandalismo,Crítica,5654016
1492,21/01/2022,Vandalismo,Crítica,18300
1493,13/01/2023,Accidente,Crítica,17756
1494,22/06/2020,Caída,Crítica,3990960
1495,16/12/2023,Robo,Baja,17198
1496,15/06/2022,Accidente,Baja,3573052
1497,06/06/2021,Robo,Media,18301
1498,21/01/2022,Daño estructural,Media,5010682
1499,03/01/2021,Accidente,Media,18016
1500,09/03/2021,Caída,Media,18301
1501,09/05/2022,Accidente,Crítica,18244
1502,21/08/2021,Daño estructural,Crítica,7903107
1503,15/09/2020,Caída,Crítica,16698
1504,14/03/2023,Robo,Crítica,17678
1505,28/08/2021,Daño estructural,Crítica,17606
1506,22/09/2023,Caída,Media,18510
1507,28/06/2022,Accidente,Crítica,5246193
1508,06/05/2022,Robo,Media,18166
1509,08/06/2024,Vandalismo,Alta,18458
1510,20/05/2021,Vandalismo,Baja,17665
1511,17/07/2020,Vandalismo,Baja,18625
1512,10/08/2024,Robo,Crítica,7107707
1513,01/06/2020,Vandalismo,Media,17618
1514,31/01/2021,Accidente,Media,18317
1515,30/08/2022,Daño estructural,Crítica,18005
1516,09/03/2024,Accidente,Media,16747
1517,13/01/2024,Robo,Baja,5241176
1518,08/03/2020,Vandalismo,Baja,7248141
1519,19/12/2023,Accidente,Media,16839
1520,07/11/2019,Robo,Media,17827
1521,09/02/2022,Robo,Crítica,18541
1522,08/07/2020,Vandalismo,Alta,451569
1523,19/07/2023,Accidente,Baja,3569222
1524,20/05/2024,Robo,Crítica,17944
1525,05/03/2024,Daño estructural,Crítica,17644
1526,27/08/2024,Caída,Alta,16773
1527,21/06/2022,Daño estructural,Media,17207
1528,29/09/2020,Robo,Crítica,18244
1529,29/01/2022,Caída,Crítica,17507
1530,26/03/2024,Accidente,Baja,52194
1531,22/08/2023,Robo,Baja,16764
1532,19/11/2021,Caída,Media,17476
1533,02/01/2021,Robo,Media,17720
1534,17/10/2019,Robo,Crítica,18410
1535,30/11/2020,Caída,Alta,52223
1536,22/01/2022,Accidente,Crítica,7165658
1537,19/09/2020,Vandalismo,Alta,17778
1538,08/05/2022,Vandalismo,Media,5025103
1539,24/03/2021,Daño estructural,Baja,18019
1540,14/12/2022,Accidente,Media,18377
1541,13/03/2022,Vandalismo,Media,4731210
1542,06/01/2021,Vandalismo,Alta,16735
1543,17/08/2020,Caída,Crítica,17006
1544,03/07/2021,Vandalismo,Crítica,17891
1545,14/03/2023,Daño estructural,Crítica,52101
1546,22/10/2022,Accidente,Crítica,18371
1547,09/09/2023,Caída,Baja,18300
1548,03/02/2023,Accidente,Alta,17739
1549,29/06/2021,Caída,Crítica,7928425
1550,25/03/2021,Accidente,Baja,17040
1551,17/03/2023,Caída,Baja,18380
1552,26/01/2021,Daño estructural,Alta,3568306
1553,23/01/2021,Vandalismo,Crítica,17058
1554,08/12/2021,Vandalismo,Baja,3573049
1555,12/10/2021,Daño estructural,Alta,7107693
1556,10/07/2020,Caída,Baja,7927322
1557,25/05/2023,Daño estructural,Crítica,17487
1558,25/01/2021,Accidente,Alta,17522
1559,23/08/2022,Daño estructural,Media,18348
1560,04/04/2020,Accidente,Crítica,18477
1561,05/01/2024,Accidente,Crítica,52119
1562,30/03/2020,Daño estructural,Baja,17115
1563,26/02/2020,Daño estructural,Media,17402
1564,03/10/2022,Vandalismo,Media,17462
1565,04/08/2020,Daño estructural,Alta,17577
1566,30/09/2023,Vandalismo,Media,17103
1567,15/04/2020,Accidente,Baja,18596
1568,28/08/2020,Accidente,Alta,17040
1569,30/06/2023,Robo,Media,4749898
1570,27/08/2020,Daño estructural,Media,52185
1571,23/04/2022,Daño estructural,Crítica,17805
1572,05/05/2023,Caída,Crítica,18236
1573,03/03/2022,Caída,Crítica,18338
1574,08/03/2024,Accidente,Media,18480
1575,03/07/2021,Vandalismo,Alta,17670
1576,03/04/2023,Caída,Alta,4989404
1577,19/03/2020,Accidente,Media,17374
1578,02/09/2020,Daño estructural,Media,9046350
1579,19/09/2023,Caída,Alta,5237108
1580,02/02/2020,Caída,Alta,16976
1581,09/09/2023,Robo,Alta,52176
1582,17/05/2021,Vandalismo,Alta,18007
1583,18/03/2021,Accidente,Crítica,18260
1584,13/03/2023,Daño estructural,Crítica,16943
1585,21/05/2024,Robo,Alta,17123
1586,17/04/2020,Caída,Alta,52218
1587,21/10/2021,Daño estructural,Media,8800261
1588,29/10/2021,Accidente,Alta,5802272
1589,01/06/2024,Accidente,Alta,17154
1590,15/08/2020,Caída,Baja,17503
1591,28/02/2024,Caída,Crítica,18587
1592,08/02/2020,Vandalismo,Baja,18294
1593,31/01/2020,Accidente,Alta,9049643
1594,10/09/2021,Vandalismo,Media,18207
1595,29/10/2022,Vandalismo,Media,17258
1596,20/09/2020,Accidente,Baja,18590
1597,05/07/2020,Robo,Crítica,17715
1598,11/08/2023,Daño estructural,Crítica,17688
1599,29/01/2022,Caída,Alta,7882667
1600,28/07/2024,Caída,Crítica,18443
1601,04/09/2022,Vandalismo,Baja,4796689
1602,18/06/2023,Caída,Crítica,17650
1603,16/08/2020,Accidente,Media,17910
1604,14/06/2024,Accidente,Crítica,4730856
1605,07/01/2020,Vandalismo,Media,52057
1606,24/09/2024,Vandalismo,Crítica,17243
1607,29/06/2023,Accidente,Baja,5241179
1608,03/02/2023,Accidente,Alta,17572
1609,03/08/2022,Caída,Media,4986431
1610,24/05/2024,Daño estructural,Crítica,18538
1611,30/04/2024,Caída,Alta,17433
1612,11/11/2021,Caída,Media,8775336
1613,26/08/2022,Daño estructural,Baja,17775
1614,03/03/2023,Vandalismo,Alta,18494
1615,04/12/2020,Vandalismo,Baja,18005
1616,05/08/2023,Robo,Baja,17960
1617,15/06/2023,Robo,Crítica,17797
1618,21/07/2022,Daño estructural,Media,18048
1619,17/06/2020,Vandalismo,Alta,5220720
1620,13/09/2021,Accidente,Media,16739
1621,11/08/2021,Accidente,Crítica,17563
1622,03/06/2021,Vandalismo,Alta,8799540
1623,12/02/2022,Accidente,Crítica,18549
1624,26/07/2024,Daño estructural,Alta,17715
1625,25/04/2024,Caída,Media,17487
1626,11/10/2022,Robo,Baja,16916
1627,16/04/2022,Robo,Baja,5219920
1628,10/02/2020,Vandalismo,Baja,7903120
1629,16/01/2023,Robo,Baja,17759
1630,11/06/2020,Caída,Crítica,52143
1631,24/01/2020,Vandalismo,Alta,18513
1632,20/04/2023,Caída,Alta,17614
1633,31/01/2022,Caída,Alta,18086
1634,11/05/2020,Robo,Alta,17372
1635,27/06/2022,Accidente,Alta,18103
1636,06/06/2020,Daño estructural,Baja,17533
1637,20/08/2020,Daño estructural,Baja,18140
1638,11/02/2020,Vandalismo,Crítica,52122
1639,31/10/2019,Accidente,Media,5178801
1640,26/11/2020,Vandalismo,Baja,17821
1641,11/01/2022,Daño estructural,Media,18008
1642,22/08/2024,Vandalismo,Alta,6909670
1643,29/02/2024,Accidente,Baja,5272342
1644,31/01/2023,Daño estructural,Media,17405
1645,23/10/2021,Accidente,Crítica,18301
1646,01/07/2024,Robo,Crítica,17437
1647,06/04/2022,Daño estructural,Baja,9181989
1648,07/03/2024,Accidente,Media,16997
1649,09/06/2021,Vandalismo,Crítica,16682
1650,29/07/2023,Accidente,Baja,17379
1651,30/12/2020,Daño estructural,Alta,3962563
1652,26/11/2019,Caída,Media,17907
1653,04/06/2023,Robo,Crítica,18570
1654,19/05/2024,Robo,Crítica,7021646
1655,26/03/2021,Daño estructural,Alta,8799638
1656,09/09/2023,Accidente,Crítica,52191
1657,21/12/2023,Accidente,Media,18005
1658,04/05/2022,Caída,Media,17559
1659,16/07/2022,Robo,Crítica,3573466
1660,05/02/2024,Accidente,Crítica,5056315
1661,20/09/2022,Vandalismo,Crítica,17309
1662,13/09/2022,Vandalismo,Crítica,18307
1663,15/12/2023,Daño estructural,Baja,18121
1664,13/07/2022,Robo,Media,17198
1665,21/09/2024,Accidente,Media,17521
1666,06/08/2023,Accidente,Crítica,18587
1667,21/06/2021,Caída,Alta,17813
1668,04/08/2020,Caída,Crítica,18486
1669,30/12/2019,Robo,Crítica,16990
1670,05/05/2022,Daño estructural,Media,17132
1671,27/03/2020,Robo,Alta,18613
1672,03/04/2020,Daño estructural,Crítica,18299
1673,29/10/2019,Daño estructural,Alta,17901
1674,26/09/2020,Daño estructural,Crítica,17465
1675,26/01/2020,Caída,Crítica,16913
1676,25/04/2022,Daño estructural,Alta,17514
1677,01/07/2021,Daño estructural,Alta,18491
1678,06/10/2021,Accidente,Baja,17390
1679,03/07/2021,Accidente,Alta,18410
1680,09/06/2020,Vandalismo,Media,52204
1681,28/06/2024,Robo,Media,52054
1682,26/04/2022,Vandalismo,Alta,7927322
1683,12/11/2019,Vandalismo,Crítica,17318
1684,11/10/2022,Caída,Baja,17486
1685,07/05/2024,Robo,Alta,18200
1686,30/10/2023,Robo,Alta,17944
1687,12/10/2021,Accidente,Baja,16670
1688,18/11/2020,Caída,Crítica,7897950
1689,09/12/2023,Robo,Baja,5071674
1690,05/10/2021,Caída,Crítica,18478
1691,08/07/2021,Robo,Alta,18471
1692,19/11/2019,Accidente,Baja,16840
1693,19/10/2022,Caída,Baja,17282
1694,16/07/2021,Robo,Crítica,16959
1695,03/08/2023,Robo,Media,17895
1696,17/09/2024,Robo,Alta,5246194
1697,01/04/2022,Daño estructural,Media,18584
1698,27/10/2021,Vandalismo,Alta,9492997
1699,05/10/2020,Accidente,Crítica,17649
1700,17/07/2023,Vandalismo,Alta,18459
1701,31/05/2021,Daño estructural,Baja,5241169
1702,12/06/2022,Accidente,Crítica,16695
1703,27/01/2021,Daño estructural,Alta,17760
1704,19/02/2020,Robo,Baja,16976
1705,26/01/2023,Caída,Baja,18272
1706,20/07/2021,Accidente,Media,52146
1707,28/06/2020,Accidente,Baja,16670
1708,06/10/2020,Daño estructural,Alta,8914012
1709,26/01/2023,Caída,Crítica,7127773
1710,07/09/2022,Accidente,Crítica,7928031
1711,14/05/2023,Robo,Baja,7906811
1712,06/07/2021,Accidente,Alta,7603212
1713,18/11/2021,Vandalismo,Alta,52110
1714,21/06/2020,Caída,Baja,18029
1715,31/10/2019,Accidente,Alta,16670
1716,02/08/2022,Daño estructural,Baja,17064
1717,31/05/2020,Vandalismo,Media,5237120
1718,12/12/2020,Vandalismo,Crítica,16684
1719,16/05/2024,Vandalismo,Media,17131
1720,10/09/2024,Vandalismo,Media,18240
1721,14/12/2022,Accidente,Crítica,18169
1722,28/01/2020,Accidente,Media,18126
1723,18/12/2023,Accidente,Media,5240283
1724,29/04/2020,Vandalismo,Media,16867
1725,30/10/2021,Caída,Baja,18566
1726,09/04/2024,Caída,Baja,17431
1727,12/02/2022,Caída,Alta,18386
1728,20/07/2023,Accidente,Baja,5241188
1729,05/09/2020,Caída,Crítica,18315
1730,14/02/2022,Vandalismo,Media,17840
1731,10/05/2022,Daño estructural,Baja,52161
1732,15/09/2021,Caída,Baja,18223
1733,17/11/2021,Daño estructural,Alta,4749887
1734,03/07/2023,Daño estructural,Baja,16891
1735,07/01/2021,Vandalismo,Alta,52158
1736,10/10/2023,Vandalismo,Baja,17736
1737,31/01/2023,Caída,Media,3568300
1738,23/04/2022,Accidente,Alta,5237127
1739,27/08/2021,Daño estructural,Crítica,18060
1740,11/12/2020,Vandalismo,Crítica,16984
1741,09/05/2024,Daño estructural,Crítica,52179
1742,27/01/2023,Caída,Media,4986142
1743,04/12/2020,Vandalismo,Media,17105
1744,06/08/2021,Accidente,Alta,18484
1745,30/04/2023,Daño estructural,Media,18334
1746,26/06/2022,Robo,Alta,18235
1747,10/10/2023,Robo,Baja,6819621
1748,24/01/2023,Daño estructural,Baja,18229
1749,14/08/2023,Accidente,Media,17563
1750,06/07/2021,Accidente,Alta,18555
1751,24/06/2020,Robo,Crítica,18323
1752,17/10/2021,Robo,Baja,17861
1753,24/10/2022,Caída,Baja,17952
1754,05/05/2020,Accidente,Baja,3568177
1755,16/05/2022,Accidente,Alta,18280
1756,28/10/2021,Accidente,Crítica,52128
1757,07/11/2022,Accidente,Media,17891
1758,11/06/2024,Vandalismo,Baja,17857
1759,05/01/2023,Caída,Media,17523
1760,14/04/2021,Caída,Baja,17683
1761,08/12/2020,Daño estructural,Baja,9391954
1762,06/03/2022,Caída,Alta,17175
1763,10/08/2023,Robo,Media,17299
1764,04/09/2021,Daño estructural,Baja,18061
1765,03/09/2021,Accidente,Media,18604
1766,20/07/2023,Daño estructural,Media,18507
1767,29/11/2019,Accidente,Alta,3566373
1768,28/07/2022,Caída,Baja,17584
1769,26/05/2021,Daño estructural,Media,17661
1770,03/11/2020,Vandalismo,Crítica,16766
1771,26/09/2024,Vandalismo,Alta,17464
1772,22/09/2020,Robo,Baja,17388
1773,23/02/2024,Robo,Baja,3531283
1774,02/12/2021,Vandalismo,Baja,16702
1775,20/01/2021,Vandalismo,Baja,18094
1776,08/02/2020,Accidente,Baja,7602250
1777,09/12/2021,Robo,Crítica,17498
1778,23/08/2021,Accidente,Baja,16901
1779,17/12/2023,Vandalismo,Alta,17938
1780,25/07/2023,Vandalismo,Baja,18020
1781,29/10/2019,Daño estructural,Media,17178
1782,09/05/2020,Daño estructural,Crítica,17316
1783,19/06/2020,Vandalismo,Crítica,16942
1784,13/04/2020,Vandalismo,Media,5237110
1785,05/12/2020,Accidente,Crítica,18585
1786,16/02/2022,Vandalismo,Media,17477
1787,01/11/2020,Caída,Crítica,17862
1788,08/12/2020,Accidente,Media,16844
1789,28/09/2022,Accidente,Alta,18593
1790,01/04/2020,Daño estructural,Media,8776034
1791,13/12/2020,Daño estructural,Media,17804
1792,06/07/2023,Vandalismo,Crítica,18148
1793,26/04/2022,Daño estructural,Crítica,17348
1794,07/02/2024,Vandalismo,Media,17393
1795,23/04/2021,Caída,Alta,18618
1796,08/03/2021,Daño estructural,Crítica,18310
1797,24/08/2024,Vandalismo,Media,18080
1798,01/08/2022,Robo,Media,18031
1799,09/08/2021,Daño estructural,Media,16764
1800,04/04/2020,Accidente,Baja,18038
1801,03/08/2020,Daño estructural,Media,17969
1802,29/12/2019,Robo,Crítica,18129
1803,29/10/2020,Robo,Media,17068
1804,15/08/2022,Robo,Media,16923
1805,12/07/2021,Robo,Alta,17825
1806,30/03/2021,Robo,Alta,5654006
1807,28/07/2021,Daño estructural,Baja,18065
1808,12/06/2021,Accidente,Alta,5219515
1809,15/09/2021,Accidente,Baja,52047
1810,04/01/2021,Caída,Baja,16830
1811,01/11/2021,Robo,Baja,3740686
1812,27/02/2022,Robo,Baja,3573350
1813,09/11/2020,Robo,Alta,7107707
1814,07/03/2020,Robo,Crítica,5071591
1815,26/11/2020,Robo,Alta,9049658
1816,10/09/2023,Vandalismo,Alta,18038
1817,16/04/2022,Robo,Baja,52079
1818,13/07/2021,Robo,Media,16847
1819,28/05/2023,Robo,Crítica,5653942
1820,13/03/2024,Vandalismo,Crítica,16657
1821,02/02/2023,Vandalismo,Media,52183
1822,21/03/2023,Daño estructural,Media,9292077
1823,20/11/2023,Caída,Baja,5220720
1824,10/07/2021,Vandalismo,Baja,18634
1825,27/06/2021,Daño estructural,Crítica,17799
1826,19/02/2022,Accidente,Baja,18321
1827,18/08/2024,Accidente,Alta,18611
1828,08/09/2024,Caída,Baja,17989
1829,28/05/2021,Caída,Media,17084
1830,23/12/2019,Robo,Crítica,17772
1831,13/07/2023,Accidente,Baja,18585
1832,30/11/2019,Caída,Crítica,3568279
1833,15/02/2024,Robo,Baja,52170
1834,06/10/2023,Accidente,Alta,17686
1835,03/04/2020,Accidente,Media,17398
1836,30/12/2019,Robo,Alta,17669
1837,21/12/2023,Caída,Crítica,18093
1838,19/01/2021,Robo,Alta,17176
1839,05/08/2024,Robo,Baja,17134
