ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
MNT-04062,27/09/2024,Correctivo,Malo,Regular,59363,preventivo,Comentario sobre el mantenimiento 4062
MNT-04063,09/07/2024,Preventivo,Bueno,Bueno,3566742,queja_usuario,Comentario sobre el mantenimiento 4063
MNT-04064,21/09/2024,Emergencia,Bueno,Malo,25851,queja_usuario,Comentario sobre el mantenimiento 4064
MNT-04065,25/09/2024,Emergencia,Bueno,Malo,5239220,preventivo,Comentario sobre el mantenimiento 4065
MNT-04066,17/01/2024,Correctivo,Bueno,Malo,8976384,preventivo,Comentario sobre el mantenimiento 4066
MNT-04067,06/08/2024,Correctivo,Malo,Regular,25666,queja_usuario,Comentario sobre el mantenimiento 4067
MNT-04068,11/05/2024,Emergencia,Regular,Regular,34156,queja_usuario,Comentario sobre el mantenimiento 4068
MNT-04069,26/09/2024,Preventivo,Malo,Malo,9263806,queja_usuario,Comentario sobre el mantenimiento 4069
MNT-04070,09/05/2024,Correctivo,Bueno,Bueno,8942014,queja_usuario,Comentario sobre el mantenimiento 4070
MNT-04071,10/03/2024,Preventivo,Bueno,Regular,33133,preventivo,Comentario sobre el mantenimiento 4071
MNT-04072,23/03/2024,Correctivo,Regular,Malo,5658978,preventivo,Comentario sobre el mantenimiento 4072
MNT-04073,07/03/2024,Emergencia,Regular,Bueno,5241087,queja_usuario,Comentario sobre el mantenimiento 4073
MNT-04074,24/07/2024,Emergencia,Malo,Bueno,59520,preventivo,Comentario sobre el mantenimiento 4074
MNT-04075,07/04/2024,Correctivo,Bueno,Malo,5219521,preventivo,Comentario sobre el mantenimiento 4075
MNT-04076,24/04/2024,Emergencia,Bueno,Bueno,34032,preventivo,Comentario sobre el mantenimiento 4076
MNT-04077,22/03/2024,Preventivo,Malo,Malo,5220842,queja_usuario,Comentario sobre el mantenimiento 4077
MNT-04078,31/12/2023,Correctivo,Regular,Regular,8927849,preventivo,Comentario sobre el mantenimiento 4078
MNT-04079,30/09/2024,Emergencia,Regular,Bueno,52810,queja_usuario,Comentario sobre el mantenimiento 4079
MNT-04080,01/05/2024,Correctivo,Bueno,Bueno,59550,queja_usuario,Comentario sobre el mantenimiento 4080
MNT-04081,10/02/2024,Correctivo,Malo,Regular,33856,preventivo,Comentario sobre el mantenimiento 4081
MNT-04082,03/03/2024,Preventivo,Bueno,Regular,60028,queja_usuario,Comentario sobre el mantenimiento 4082
MNT-04083,04/04/2024,Preventivo,Bueno,Malo,9397683,preventivo,Comentario sobre el mantenimiento 4083
MNT-04084,28/04/2024,Correctivo,Regular,Regular,9394146,queja_usuario,Comentario sobre el mantenimiento 4084
MNT-04085,08/06/2024,Correctivo,Bueno,Regular,3530673,queja_usuario,Comentario sobre el mantenimiento 4085
MNT-04086,24/04/2024,Correctivo,Bueno,Regular,8977285,preventivo,Comentario sobre el mantenimiento 4086
MNT-04087,02/06/2024,Preventivo,Bueno,Regular,20179,queja_usuario,Comentario sobre el mantenimiento 4087
MNT-04088,23/08/2024,Correctivo,Regular,Malo,4988142,preventivo,Comentario sobre el mantenimiento 4088
MNT-04089,10/11/2023,Correctivo,Regular,Malo,21108,queja_usuario,Comentario sobre el mantenimiento 4089
MNT-04090,25/08/2024,Correctivo,Regular,Malo,5492794,queja_usuario,Comentario sobre el mantenimiento 4090
MNT-04091,04/07/2024,Preventivo,Malo,Regular,59692,queja_usuario,Comentario sobre el mantenimiento 4091
MNT-04092,28/09/2024,Correctivo,Regular,Regular,58979,preventivo,Comentario sobre el mantenimiento 4092
MNT-04093,07/05/2024,Correctivo,Regular,Malo,7126589,preventivo,Comentario sobre el mantenimiento 4093
MNT-04094,03/08/2024,Preventivo,Bueno,Malo,5133193,preventivo,Comentario sobre el mantenimiento 4094
MNT-04095,12/04/2023,Preventivo,Bueno,Malo,5492831,preventivo,Comentario sobre el mantenimiento 4095
MNT-04096,30/05/2024,Preventivo,Bueno,Malo,58760,queja_usuario,Comentario sobre el mantenimiento 4096
MNT-04097,04/11/2024,Correctivo,Malo,Bueno,21822,preventivo,Comentario sobre el mantenimiento 4097
MNT-04098,09/01/2024,Correctivo,Bueno,Bueno,22558,queja_usuario,Comentario sobre el mantenimiento 4098
MNT-04099,31/05/2024,Emergencia,Bueno,Bueno,8930331,preventivo,Comentario sobre el mantenimiento 4099
MNT-04100,12/07/2024,Correctivo,Regular,Regular,9289728,queja_usuario,Comentario sobre el mantenimiento 4100
MNT-04101,15/01/2024,Emergencia,Regular,Bueno,58957,queja_usuario,Comentario sobre el mantenimiento 4101
MNT-04102,06/02/2024,Correctivo,Regular,Bueno,5220812,queja_usuario,Comentario sobre el mantenimiento 4102
MNT-04103,17/07/2024,Preventivo,Malo,Bueno,3576498,preventivo,Comentario sobre el mantenimiento 4103
MNT-04104,05/07/2024,Preventivo,Regular,Bueno,32955,preventivo,Comentario sobre el mantenimiento 4104
MNT-04105,19/12/2023,Correctivo,Bueno,Bueno,5658377,queja_usuario,Comentario sobre el mantenimiento 4105
MNT-04106,20/03/2024,Preventivo,Regular,Regular,9191708,preventivo,Comentario sobre el mantenimiento 4106
MNT-04107,17/09/2024,Correctivo,Malo,Malo,9291002,preventivo,Comentario sobre el mantenimiento 4107
MNT-04108,19/08/2024,Emergencia,Regular,Malo,9389894,preventivo,Comentario sobre el mantenimiento 4108
MNT-04109,24/01/2024,Emergencia,Malo,Bueno,59944,queja_usuario,Comentario sobre el mantenimiento 4109
MNT-04110,01/01/2024,Emergencia,Regular,Regular,4988107,preventivo,Comentario sobre el mantenimiento 4110
MNT-04111,04/05/2024,Preventivo,Bueno,Malo,21805,queja_usuario,Comentario sobre el mantenimiento 4111
MNT-04112,12/04/2024,Correctivo,Malo,Bueno,21917,queja_usuario,Comentario sobre el mantenimiento 4112
MNT-04113,11/07/2023,Emergencia,Bueno,Regular,34207,queja_usuario,Comentario sobre el mantenimiento 4113
MNT-04114,19/09/2024,Preventivo,Bueno,Bueno,58604,queja_usuario,Comentario sobre el mantenimiento 4114
MNT-04115,14/12/2023,Correctivo,Regular,Bueno,33442,preventivo,Comentario sobre el mantenimiento 4115
MNT-04116,22/11/2023,Preventivo,Bueno,Regular,20412,queja_usuario,Comentario sobre el mantenimiento 4116
MNT-04117,30/05/2024,Emergencia,Malo,Regular,9389731,queja_usuario,Comentario sobre el mantenimiento 4117
MNT-04118,07/05/2024,Correctivo,Bueno,Bueno,58544,preventivo,Comentario sobre el mantenimiento 4118
MNT-04119,08/01/2024,Emergencia,Bueno,Malo,21609,queja_usuario,Comentario sobre el mantenimiento 4119
MNT-04120,18/04/2024,Correctivo,Regular,Bueno,9052176,preventivo,Comentario sobre el mantenimiento 4120
MNT-04121,15/07/2024,Correctivo,Regular,Regular,52960,queja_usuario,Comentario sobre el mantenimiento 4121
MNT-04122,01/07/2024,Emergencia,Bueno,Malo,59677,queja_usuario,Comentario sobre el mantenimiento 4122
MNT-04123,09/11/2024,Correctivo,Malo,Regular,9291612,preventivo,Comentario sobre el mantenimiento 4123
MNT-04124,04/03/2024,Preventivo,Regular,Regular,8803393,preventivo,Comentario sobre el mantenimiento 4124
MNT-04125,05/03/2024,Emergencia,Malo,Bueno,3566747,queja_usuario,Comentario sobre el mantenimiento 4125
MNT-04126,13/07/2024,Emergencia,Regular,Malo,3566349,preventivo,Comentario sobre el mantenimiento 4126
MNT-04127,05/06/2024,Preventivo,Bueno,Bueno,4996437,queja_usuario,Comentario sobre el mantenimiento 4127
MNT-04128,24/12/2023,Correctivo,Regular,Malo,33843,preventivo,Comentario sobre el mantenimiento 4128
MNT-04129,22/07/2024,Correctivo,Regular,Regular,20187,queja_usuario,Comentario sobre el mantenimiento 4129
MNT-04130,08/01/2024,Correctivo,Bueno,Regular,33318,preventivo,Comentario sobre el mantenimiento 4130
MNT-04131,14/06/2024,Correctivo,Bueno,Bueno,7591511,preventivo,Comentario sobre el mantenimiento 4131
MNT-04132,04/11/2023,Preventivo,Regular,Malo,18731,preventivo,Comentario sobre el mantenimiento 4132
MNT-04133,28/10/2023,Correctivo,Bueno,Regular,21453,queja_usuario,Comentario sobre el mantenimiento 4133
MNT-04134,21/04/2024,Emergencia,Malo,Malo,8910855,queja_usuario,Comentario sobre el mantenimiento 4134
MNT-04135,20/10/2023,Preventivo,Malo,Regular,20716,preventivo,Comentario sobre el mantenimiento 4135
MNT-04136,27/12/2023,Emergencia,Bueno,Malo,9262484,queja_usuario,Comentario sobre el mantenimiento 4136
MNT-04137,06/05/2024,Emergencia,Regular,Malo,5108039,queja_usuario,Comentario sobre el mantenimiento 4137
MNT-04138,22/02/2024,Emergencia,Bueno,Bueno,20299,preventivo,Comentario sobre el mantenimiento 4138
MNT-04139,19/07/2024,Preventivo,Bueno,Bueno,7850137,preventivo,Comentario sobre el mantenimiento 4139
MNT-04140,23/05/2024,Preventivo,Malo,Regular,57885,queja_usuario,Comentario sobre el mantenimiento 4140
MNT-04141,08/09/2024,Emergencia,Malo,Malo,9407887,queja_usuario,Comentario sobre el mantenimiento 4141
MNT-04142,20/07/2024,Preventivo,Malo,Malo,9292074,preventivo,Comentario sobre el mantenimiento 4142
MNT-04143,02/07/2024,Emergencia,Regular,Regular,32580,queja_usuario,Comentario sobre el mantenimiento 4143
MNT-04144,01/08/2024,Correctivo,Regular,Malo,59048,preventivo,Comentario sobre el mantenimiento 4144
MNT-04145,29/08/2024,Correctivo,Bueno,Malo,59158,preventivo,Comentario sobre el mantenimiento 4145
MNT-04146,22/06/2024,Emergencia,Bueno,Regular,9387386,preventivo,Comentario sobre el mantenimiento 4146
MNT-04147,25/03/2024,Correctivo,Regular,Regular,58978,preventivo,Comentario sobre el mantenimiento 4147
MNT-04148,28/01/2024,Emergencia,Bueno,Regular,3575556,preventivo,Comentario sobre el mantenimiento 4148
MNT-04149,11/07/2024,Correctivo,Malo,Malo,33869,preventivo,Comentario sobre el mantenimiento 4149
MNT-04150,05/10/2024,Correctivo,Regular,Regular,3593620,queja_usuario,Comentario sobre el mantenimiento 4150
MNT-04151,18/05/2024,Preventivo,Regular,Malo,9407914,preventivo,Comentario sobre el mantenimiento 4151
MNT-04152,02/09/2024,Correctivo,Malo,Regular,32676,queja_usuario,Comentario sobre el mantenimiento 4152
MNT-04153,07/02/2024,Emergencia,Bueno,Bueno,22241,queja_usuario,Comentario sobre el mantenimiento 4153
MNT-04154,11/11/2023,Emergencia,Malo,Regular,4964938,queja_usuario,Comentario sobre el mantenimiento 4154
MNT-04155,28/07/2024,Preventivo,Regular,Bueno,20857,preventivo,Comentario sobre el mantenimiento 4155
MNT-04156,11/12/2023,Emergencia,Regular,Bueno,60186,preventivo,Comentario sobre el mantenimiento 4156
MNT-04157,12/06/2024,Emergencia,Regular,Bueno,3530700,queja_usuario,Comentario sobre el mantenimiento 4157
MNT-04158,20/11/2023,Correctivo,Malo,Bueno,4704514,preventivo,Comentario sobre el mantenimiento 4158
MNT-04159,06/04/2024,Preventivo,Regular,Regular,5241143,queja_usuario,Comentario sobre el mantenimiento 4159
MNT-04160,29/06/2024,Emergencia,Bueno,Malo,451347,queja_usuario,Comentario sobre el mantenimiento 4160
MNT-04161,18/06/2024,Correctivo,Regular,Bueno,5658275,queja_usuario,Comentario sobre el mantenimiento 4161
MNT-04162,11/07/2024,Preventivo,Bueno,Bueno,3530345,queja_usuario,Comentario sobre el mantenimiento 4162
MNT-04163,09/06/2024,Correctivo,Regular,Regular,3565845,queja_usuario,Comentario sobre el mantenimiento 4163
MNT-04164,25/10/2023,Preventivo,Malo,Malo,33098,preventivo,Comentario sobre el mantenimiento 4164
MNT-04165,21/02/2024,Emergencia,Malo,Regular,3851208,queja_usuario,Comentario sobre el mantenimiento 4165
MNT-04166,17/11/2023,Correctivo,Bueno,Malo,4984515,queja_usuario,Comentario sobre el mantenimiento 4166
MNT-04167,13/01/2024,Correctivo,Bueno,Regular,21811,queja_usuario,Comentario sobre el mantenimiento 4167
MNT-04168,13/05/2024,Emergencia,Malo,Bueno,34127,queja_usuario,Comentario sobre el mantenimiento 4168
MNT-04169,04/11/2023,Emergencia,Regular,Bueno,33393,preventivo,Comentario sobre el mantenimiento 4169
MNT-04170,06/12/2023,Correctivo,Regular,Regular,22457,queja_usuario,Comentario sobre el mantenimiento 4170
MNT-04171,31/08/2024,Preventivo,Bueno,Malo,7886375,queja_usuario,Comentario sobre el mantenimiento 4171
MNT-04172,02/02/2024,Emergencia,Malo,Bueno,4731623,queja_usuario,Comentario sobre el mantenimiento 4172
MNT-04173,27/02/2024,Correctivo,Regular,Bueno,7896191,preventivo,Comentario sobre el mantenimiento 4173
MNT-04174,26/11/2023,Emergencia,Bueno,Regular,58296,preventivo,Comentario sobre el mantenimiento 4174
MNT-04175,31/08/2024,Correctivo,Malo,Regular,7924199,queja_usuario,Comentario sobre el mantenimiento 4175
MNT-04176,21/12/2023,Correctivo,Regular,Regular,7898616,queja_usuario,Comentario sobre el mantenimiento 4176
MNT-04177,29/03/2024,Preventivo,Regular,Regular,60127,preventivo,Comentario sobre el mantenimiento 4177
MNT-04178,12/03/2023,Emergencia,Regular,Malo,7248023,queja_usuario,Comentario sobre el mantenimiento 4178
MNT-04179,26/07/2024,Correctivo,Malo,Bueno,7404225,queja_usuario,Comentario sobre el mantenimiento 4179
MNT-04180,28/07/2024,Preventivo,Regular,Bueno,33486,preventivo,Comentario sobre el mantenimiento 4180
MNT-04181,16/03/2024,Emergencia,Bueno,Malo,32800,queja_usuario,Comentario sobre el mantenimiento 4181
MNT-04182,16/08/2024,Preventivo,Malo,Bueno,9167247,queja_usuario,Comentario sobre el mantenimiento 4182
MNT-04183,13/08/2024,Preventivo,Regular,Malo,59823,queja_usuario,Comentario sobre el mantenimiento 4183
MNT-04184,07/04/2024,Emergencia,Bueno,Regular,5239008,preventivo,Comentario sobre el mantenimiento 4184
MNT-04185,18/11/2023,Preventivo,Malo,Malo,4965242,preventivo,Comentario sobre el mantenimiento 4185
MNT-04186,18/07/2024,Preventivo,Malo,Malo,8928420,preventivo,Comentario sobre el mantenimiento 4186
MNT-04187,01/11/2023,Correctivo,Regular,Regular,9470451,queja_usuario,Comentario sobre el mantenimiento 4187
MNT-04188,23/08/2024,Preventivo,Regular,Malo,7168566,preventivo,Comentario sobre el mantenimiento 4188
MNT-04189,22/12/2023,Preventivo,Malo,Regular,9396656,preventivo,Comentario sobre el mantenimiento 4189
MNT-04190,14/01/2024,Correctivo,Malo,Bueno,9494214,preventivo,Comentario sobre el mantenimiento 4190
MNT-04191,23/06/2024,Correctivo,Malo,Bueno,59883,queja_usuario,Comentario sobre el mantenimiento 4191
MNT-04192,15/04/2024,Emergencia,Bueno,Bueno,5249943,preventivo,Comentario sobre el mantenimiento 4192
MNT-04193,08/06/2024,Preventivo,Malo,Regular,7125617,preventivo,Comentario sobre el mantenimiento 4193
MNT-04194,01/08/2024,Emergencia,Malo,Malo,34067,preventivo,Comentario sobre el mantenimiento 4194
MNT-04195,01/10/2024,Emergencia,Malo,Bueno,7928072,preventivo,Comentario sobre el mantenimiento 4195
MNT-04196,02/02/2024,Preventivo,Bueno,Malo,22216,preventivo,Comentario sobre el mantenimiento 4196
MNT-04197,16/08/2024,Preventivo,Bueno,Regular,3577450,queja_usuario,Comentario sobre el mantenimiento 4197
MNT-04198,22/11/2023,Preventivo,Regular,Regular,58835,preventivo,Comentario sobre el mantenimiento 4198
MNT-04199,26/05/2024,Preventivo,Malo,Malo,9446264,queja_usuario,Comentario sobre el mantenimiento 4199
MNT-04200,19/06/2024,Correctivo,Regular,Malo,32613,preventivo,Comentario sobre el mantenimiento 4200
MNT-04201,05/10/2024,Correctivo,Malo,Malo,9407914,queja_usuario,Comentario sobre el mantenimiento 4201
MNT-04202,12/05/2024,Emergencia,Malo,Bueno,7802465,queja_usuario,Comentario sobre el mantenimiento 4202
MNT-04203,11/03/2024,Emergencia,Malo,Bueno,8803673,queja_usuario,Comentario sobre el mantenimiento 4203
MNT-04204,05/08/2024,Correctivo,Regular,Regular,8888660,preventivo,Comentario sobre el mantenimiento 4204
MNT-04205,11/05/2024,Correctivo,Regular,Bueno,7861604,queja_usuario,Comentario sobre el mantenimiento 4205
MNT-04206,21/07/2024,Emergencia,Bueno,Regular,9397942,preventivo,Comentario sobre el mantenimiento 4206
MNT-04207,08/04/2024,Emergencia,Malo,Malo,24915,preventivo,Comentario sobre el mantenimiento 4207
MNT-04208,26/08/2024,Preventivo,Malo,Regular,7928756,queja_usuario,Comentario sobre el mantenimiento 4208
MNT-04209,13/08/2024,Preventivo,Regular,Bueno,3849641,preventivo,Comentario sobre el mantenimiento 4209
MNT-04210,31/05/2024,Preventivo,Bueno,Bueno,3568327,queja_usuario,Comentario sobre el mantenimiento 4210
MNT-04211,15/08/2024,Preventivo,Bueno,Malo,9427183,preventivo,Comentario sobre el mantenimiento 4211
MNT-04212,16/05/2024,Correctivo,Malo,Malo,3568719,queja_usuario,Comentario sobre el mantenimiento 4212
MNT-04213,17/05/2024,Correctivo,Regular,Regular,34049,queja_usuario,Comentario sobre el mantenimiento 4213
MNT-04214,21/12/2023,Emergencia,Malo,Malo,7125676,preventivo,Comentario sobre el mantenimiento 4214
MNT-04215,22/12/2023,Preventivo,Malo,Regular,3743354,queja_usuario,Comentario sobre el mantenimiento 4215
MNT-04216,09/09/2024,Emergencia,Bueno,Malo,22544,queja_usuario,Comentario sobre el mantenimiento 4216
MNT-04217,16/10/2023,Emergencia,Bueno,Bueno,52788,queja_usuario,Comentario sobre el mantenimiento 4217
MNT-04218,21/11/2023,Correctivo,Bueno,Bueno,8892593,queja_usuario,Comentario sobre el mantenimiento 4218
MNT-04219,30/07/2024,Emergencia,Malo,Regular,20553,preventivo,Comentario sobre el mantenimiento 4219
MNT-04220,07/04/2024,Preventivo,Regular,Malo,451534,queja_usuario,Comentario sobre el mantenimiento 4220
MNT-04221,19/02/2024,Emergencia,Malo,Bueno,5209509,preventivo,Comentario sobre el mantenimiento 4221
MNT-04222,27/05/2024,Preventivo,Bueno,Bueno,53049,queja_usuario,Comentario sobre el mantenimiento 4222
MNT-04223,25/09/2024,Preventivo,Bueno,Regular,7943792,preventivo,Comentario sobre el mantenimiento 4223
MNT-04224,25/03/2024,Emergencia,Regular,Bueno,20382,preventivo,Comentario sobre el mantenimiento 4224
MNT-04225,13/11/2023,Emergencia,Bueno,Regular,25029,queja_usuario,Comentario sobre el mantenimiento 4225
MNT-04226,16/09/2024,Emergencia,Regular,Malo,21830,queja_usuario,Comentario sobre el mantenimiento 4226
MNT-04227,07/01/2024,Emergencia,Malo,Bueno,9050592,queja_usuario,Comentario sobre el mantenimiento 4227
MNT-04228,18/07/2024,Emergencia,Bueno,Bueno,20193,preventivo,Comentario sobre el mantenimiento 4228
MNT-04229,29/06/2024,Correctivo,Bueno,Bueno,33369,queja_usuario,Comentario sobre el mantenimiento 4229
MNT-04230,10/01/2024,Correctivo,Bueno,Malo,7060814,queja_usuario,Comentario sobre el mantenimiento 4230
MNT-04231,03/11/2023,Preventivo,Malo,Regular,4730859,preventivo,Comentario sobre el mantenimiento 4231
MNT-04232,21/06/2024,Emergencia,Bueno,Bueno,24711,preventivo,Comentario sobre el mantenimiento 4232
MNT-04233,22/06/2024,Emergencia,Regular,Malo,9226851,preventivo,Comentario sobre el mantenimiento 4233
MNT-04234,09/03/2024,Correctivo,Bueno,Bueno,33615,preventivo,Comentario sobre el mantenimiento 4234
MNT-04235,18/11/2023,Emergencia,Bueno,Malo,9387121,preventivo,Comentario sobre el mantenimiento 4235
MNT-04236,30/12/2023,Preventivo,Bueno,Malo,21485,queja_usuario,Comentario sobre el mantenimiento 4236
MNT-04237,22/01/2024,Emergencia,Bueno,Regular,5158940,preventivo,Comentario sobre el mantenimiento 4237
MNT-04238,26/12/2023,Emergencia,Regular,Bueno,4982743,queja_usuario,Comentario sobre el mantenimiento 4238
MNT-04239,28/04/2024,Correctivo,Bueno,Malo,59311,queja_usuario,Comentario sobre el mantenimiento 4239
MNT-04240,10/06/2024,Preventivo,Regular,Regular,7143536,queja_usuario,Comentario sobre el mantenimiento 4240
MNT-04241,03/11/2023,Correctivo,Bueno,Bueno,7928433,queja_usuario,Comentario sobre el mantenimiento 4241
MNT-04242,26/08/2024,Emergencia,Bueno,Malo,9052585,queja_usuario,Comentario sobre el mantenimiento 4242
MNT-04243,29/12/2023,Preventivo,Bueno,Bueno,5202155,queja_usuario,Comentario sobre el mantenimiento 4243
MNT-04244,03/08/2024,Correctivo,Regular,Malo,52891,queja_usuario,Comentario sobre el mantenimiento 4244
MNT-04245,06/03/2024,Preventivo,Bueno,Malo,18681,queja_usuario,Comentario sobre el mantenimiento 4245
MNT-04246,01/09/2024,Emergencia,Regular,Bueno,58282,queja_usuario,Comentario sobre el mantenimiento 4246
MNT-04247,23/07/2024,Correctivo,Malo,Regular,25553,queja_usuario,Comentario sobre el mantenimiento 4247
MNT-04248,22/02/2024,Emergencia,Regular,Regular,9187334,queja_usuario,Comentario sobre el mantenimiento 4248
MNT-04249,10/03/2024,Correctivo,Malo,Malo,5658675,queja_usuario,Comentario sobre el mantenimiento 4249
MNT-04250,15/05/2024,Preventivo,Regular,Malo,35218,preventivo,Comentario sobre el mantenimiento 4250
MNT-04251,16/04/2024,Correctivo,Bueno,Bueno,9187091,queja_usuario,Comentario sobre el mantenimiento 4251
MNT-04252,08/12/2023,Correctivo,Malo,Regular,7887305,preventivo,Comentario sobre el mantenimiento 4252
MNT-04253,20/05/2024,Emergencia,Regular,Malo,9052581,queja_usuario,Comentario sobre el mantenimiento 4253
MNT-04254,26/11/2023,Emergencia,Bueno,Bueno,34957,preventivo,Comentario sobre el mantenimiento 4254
MNT-04255,19/06/2024,Emergencia,Bueno,Regular,9280548,queja_usuario,Comentario sobre el mantenimiento 4255
MNT-04256,26/05/2024,Preventivo,Regular,Bueno,5000219,queja_usuario,Comentario sobre el mantenimiento 4256
MNT-04257,14/04/2024,Correctivo,Malo,Bueno,20570,preventivo,Comentario sobre el mantenimiento 4257
MNT-04258,22/11/2023,Correctivo,Malo,Regular,24836,preventivo,Comentario sobre el mantenimiento 4258
MNT-04259,22/03/2024,Preventivo,Bueno,Malo,9367632,preventivo,Comentario sobre el mantenimiento 4259
MNT-04260,20/07/2024,Emergencia,Bueno,Malo,32866,preventivo,Comentario sobre el mantenimiento 4260
MNT-04261,07/01/2024,Correctivo,Malo,Regular,33304,preventivo,Comentario sobre el mantenimiento 4261
MNT-04262,01/12/2024,Preventivo,Malo,Bueno,22410,preventivo,Comentario sobre el mantenimiento 4262
MNT-04263,08/05/2024,Preventivo,Malo,Bueno,6761315,preventivo,Comentario sobre el mantenimiento 4263
MNT-04264,25/07/2024,Correctivo,Regular,Regular,6781443,queja_usuario,Comentario sobre el mantenimiento 4264
MNT-04265,15/05/2024,Preventivo,Regular,Regular,35222,preventivo,Comentario sobre el mantenimiento 4265
MNT-04266,07/09/2024,Preventivo,Malo,Bueno,7887233,queja_usuario,Comentario sobre el mantenimiento 4266
MNT-04267,23/10/2023,Preventivo,Regular,Bueno,22452,queja_usuario,Comentario sobre el mantenimiento 4267
MNT-04268,09/02/2024,Correctivo,Bueno,Regular,59516,queja_usuario,Comentario sobre el mantenimiento 4268
MNT-04269,13/07/2024,Preventivo,Bueno,Bueno,3566445,queja_usuario,Comentario sobre el mantenimiento 4269
MNT-04270,16/08/2024,Preventivo,Malo,Malo,9183454,queja_usuario,Comentario sobre el mantenimiento 4270
MNT-04271,07/04/2024,Emergencia,Regular,Bueno,59539,preventivo,Comentario sobre el mantenimiento 4271
MNT-04272,17/04/2024,Correctivo,Bueno,Malo,5246168,preventivo,Comentario sobre el mantenimiento 4272
MNT-04273,13/10/2024,Preventivo,Bueno,Regular,20785,preventivo,Comentario sobre el mantenimiento 4273
MNT-04274,27/02/2024,Correctivo,Malo,Regular,35203,queja_usuario,Comentario sobre el mantenimiento 4274
MNT-04275,26/06/2024,Correctivo,Malo,Bueno,7126521,queja_usuario,Comentario sobre el mantenimiento 4275
MNT-04276,06/02/2024,Preventivo,Malo,Malo,5174745,queja_usuario,Comentario sobre el mantenimiento 4276
MNT-04277,04/12/2023,Correctivo,Malo,Bueno,9386945,queja_usuario,Comentario sobre el mantenimiento 4277
MNT-04278,21/06/2024,Correctivo,Malo,Malo,4737889,preventivo,Comentario sobre el mantenimiento 4278
MNT-04279,03/05/2024,Emergencia,Regular,Regular,21562,preventivo,Comentario sobre el mantenimiento 4279
MNT-04280,09/09/2024,Correctivo,Bueno,Malo,8938133,preventivo,Comentario sobre el mantenimiento 4280
MNT-04281,21/05/2024,Correctivo,Regular,Bueno,33462,queja_usuario,Comentario sobre el mantenimiento 4281
MNT-04282,04/05/2024,Emergencia,Bueno,Malo,3561765,preventivo,Comentario sobre el mantenimiento 4282
MNT-04283,01/05/2024,Emergencia,Bueno,Malo,3581621,queja_usuario,Comentario sobre el mantenimiento 4283
MNT-04284,26/02/2024,Emergencia,Malo,Malo,21510,queja_usuario,Comentario sobre el mantenimiento 4284
MNT-04285,17/05/2024,Correctivo,Regular,Bueno,3581417,queja_usuario,Comentario sobre el mantenimiento 4285
MNT-04286,17/11/2023,Emergencia,Bueno,Bueno,7943791,queja_usuario,Comentario sobre el mantenimiento 4286
MNT-04287,17/07/2024,Emergencia,Malo,Bueno,7126525,preventivo,Comentario sobre el mantenimiento 4287
MNT-04288,23/08/2024,Emergencia,Regular,Malo,20681,preventivo,Comentario sobre el mantenimiento 4288
MNT-04289,16/03/2024,Correctivo,Regular,Malo,9397664,queja_usuario,Comentario sobre el mantenimiento 4289
MNT-04290,20/09/2024,Emergencia,Malo,Malo,18871,queja_usuario,Comentario sobre el mantenimiento 4290
MNT-04291,26/09/2024,Preventivo,Malo,Malo,21821,queja_usuario,Comentario sobre el mantenimiento 4291
MNT-04292,10/08/2024,Emergencia,Bueno,Regular,58673,preventivo,Comentario sobre el mantenimiento 4292
MNT-04293,24/07/2024,Correctivo,Malo,Malo,9294693,queja_usuario,Comentario sobre el mantenimiento 4293
MNT-04294,13/09/2024,Emergencia,Regular,Malo,35005,queja_usuario,Comentario sobre el mantenimiento 4294
MNT-04295,14/05/2024,Preventivo,Malo,Malo,3530877,preventivo,Comentario sobre el mantenimiento 4295
MNT-04296,18/11/2023,Emergencia,Malo,Bueno,19371,queja_usuario,Comentario sobre el mantenimiento 4296
MNT-04297,08/11/2023,Preventivo,Regular,Malo,59521,preventivo,Comentario sobre el mantenimiento 4297
MNT-04298,13/05/2024,Preventivo,Regular,Malo,6777900,queja_usuario,Comentario sobre el mantenimiento 4298
MNT-04299,01/07/2024,Correctivo,Bueno,Bueno,7896555,preventivo,Comentario sobre el mantenimiento 4299
MNT-04300,06/04/2024,Emergencia,Malo,Malo,52934,queja_usuario,Comentario sobre el mantenimiento 4300
MNT-04301,20/04/2024,Emergencia,Bueno,Malo,32865,preventivo,Comentario sobre el mantenimiento 4301
MNT-04302,12/06/2023,Preventivo,Regular,Bueno,3566354,preventivo,Comentario sobre el mantenimiento 4302
MNT-04303,18/12/2023,Preventivo,Bueno,Bueno,20104,preventivo,Comentario sobre el mantenimiento 4303
MNT-04304,21/06/2024,Correctivo,Malo,Bueno,25871,queja_usuario,Comentario sobre el mantenimiento 4304
MNT-04305,14/02/2024,Emergencia,Malo,Malo,58089,queja_usuario,Comentario sobre el mantenimiento 4305
MNT-04306,21/02/2024,Emergencia,Regular,Regular,25735,queja_usuario,Comentario sobre el mantenimiento 4306
MNT-04307,06/09/2024,Preventivo,Regular,Bueno,19239,queja_usuario,Comentario sobre el mantenimiento 4307
MNT-04308,12/03/2024,Preventivo,Regular,Malo,19972,queja_usuario,Comentario sobre el mantenimiento 4308
